unique_identifier,listing_amount,amount_funded,lender_yield,borrower_apr,listing_term,listing_monthly_payment,income_range,income_range_description,stated_monthly_income,employment_status_description,occupation,months_employed,borrower_state,borrower_city,prior_prosper_loans,prior_prosper_loans_principal_borrowed,prior_prosper_loans_principal_outstanding,prior_prosper_loans_balance_outstanding,prior_prosper_loans_cycles_billed,prior_prosper_loans_ontime_payments,prior_prosper_loans_late_cycles,prior_prosper_loan_earliest_pay_off,lender_indicator,group_indicator,TUFicoRange,dti_wprosper_loan,CoBorrowerApplication,CombinedDtiwProsperLoan,CombinedStatedMonthlyIncome,prosper_rating
387,40000,40000,0.1349,0.1683,60,940.92,6,"$100,000+",13500,Self-employed,Self Employed,62,CA,Cayucos,2,20900,0,0,0,0,0,8,0,FALSE,720-739,0.1502,TRUE,0.1502,22666.6667,B
388,35000,35000,0.0969,0.1294,60,755.59,6,"$100,000+",25000,Employed,Construction,131,TX,Houston,3,56977.73,0,0,44,36,16,8,0,FALSE,800-819,0.1607,TRUE,0.1607,41666.6667,AA
389,24300,24300,0.0959,0.1416,36,790.84,5,"$75,000-99,999",7750,Employed,Analyst,182,TX,Nevada,2,33000,10699.02,0,0,0,0,25,0,FALSE,760-779,0.4382,TRUE,0.4382,11750,A
390,10000,10000,0.1219,0.155,60,228.5,4,"$50,000-74,999",5000,Employed,Social Worker,134,NY,BROOKLYN,1,15000,0,0,0,0,0,21,0,FALSE,760-779,0.2527,TRUE,0.2527,8333.3333,B
391,9500,9500,0.1379,0.1846,36,328.34,5,"$75,000-99,999",6500,Employed,Teacher,42,NM,Deming,1,10000,0,0,0,0,0,20,0,FALSE,720-739,0.1514,TRUE,0.1514,13166.6667,B
392,10000,10000,0.0974,0.1432,36,326.16,6,"$100,000+",9166.6667,Employed,Sales - Commission,4,GA,Winder,2,35000,0,0,0,0,0,2,0,FALSE,700-719,0.1468,TRUE,0.1468,11666.6667,A
393,40000,40000,0.0954,0.1411,36,1300.85,6,"$100,000+",27083.3333,Self-employed,Self Employed,141,CO,Parker,2,30000,0,0,0,0,0,9,0,FALSE,740-759,0.2005,TRUE,0.2005,36666.6667,AA
394,20000,20000,0.235,0.2708,60,581.18,4,"$50,000-74,999",5333.3333,Employed,Social Worker,13,FL,Port St Lucie,1,2000,0,0,0,0,0,4,0,FALSE,680-699,0.2401,TRUE,0.2401,8666.6667,D
395,4000,4000,0.1089,0.1417,60,88.76,6,"$100,000+",9000,Employed,Analyst,139,MO,Grain Valley,21,302100,88526.84,0,0,0,0,1,1,FALSE,700-719,0.2037,TRUE,0.2037,13000,A
396,10000,10000,0.2869,0.3371,36,422.82,3,"$25,000-49,999",3958.3333,Employed,Other,2,MN,Minneapolis,1,2000,0,0,0,0,0,32,0,FALSE,640-659,0.2536,TRUE,0.2536,10208.3333,E
397,9000,9000,0.0929,0.1253,60,192.51,6,"$100,000+",8750,Employed,Analyst,134,KY,Frankfort,2,40000,1192.36,0,1,1,0,56,0,FALSE,740-759,0.2,TRUE,0.2,15833.3333,A
398,26000,26000,0.1379,0.1713,60,615.68,4,"$50,000-74,999",5000,Employed,Other,105,WA,South Hill,1,20000,0,0,0,0,0,56,0,FALSE,780-799,0.0799,TRUE,0.0799,13333.3333,B
399,4500,4500,0.0969,0.1295,60,97.15,4,"$50,000-74,999",4250,Employed,Truck Driver,98,KS,Downs,3,24000,0,0,1,1,0,16,0,FALSE,760-779,0.1278,TRUE,0.1278,5916.6667,AA
400,35000,35000,0.175,0.2094,60,898.32,6,"$100,000+",9166.6667,Employed,Professional,13,WA,Othello,2,37000,0,0,0,0,0,24,0,FALSE,720-739,0.266,TRUE,0.266,15000,C
401,4000,4000,0.195,0.243,36,149.68,4,"$50,000-74,999",4333.3333,Employed,Food Service Management,63,NJ,Vineland,2,9500,2234.6,0,0,0,0,26,0,FALSE,640-659,0.1087,TRUE,0.1087,6916.6667,C
402,40000,40000,0.0804,0.1258,36,1272.73,6,"$100,000+",18333.3333,Employed,Scientist,74,HI,Kaunakakai,2,30000,0,0,0,0,0,16,0,FALSE,760-779,0.1393,TRUE,0.1393,36666.6667,AA
403,6500,6500,0.2764,0.3263,36,271.12,4,"$50,000-74,999",4416.6667,Employed,Laborer,131,IL,Chicago,2,12000,2873.35,0,0,0,0,33,0,FALSE,680-699,0.4169,TRUE,0.4169,10916.6667,D
404,25000,25000,0.053,0.0795,36,763.95,4,"$50,000-74,999",5000,Employed,Other,156,IL,Aurora,1,15000,0,0,1,1,0,32,0,FALSE,820-850,0.1939,TRUE,0.1939,15000,AA
405,25000,25000,0.109,0.155,36,829.16,5,"$75,000-99,999",6666.6667,Employed,Truck Driver,270,TN,Chattanooga,1,10000,0,0,0,0,0,8,0,FALSE,720-739,0.4409,TRUE,0.4409,8666.6667,A
406,14600,14600,0.0929,0.1254,60,312.29,5,"$75,000-99,999",6666.6667,Employed,Food Service Management,8,TX,GEORGETOWN,3,60000,0,0,0,0,0,9,0,FALSE,780-799,0.1408,TRUE,0.1408,15666.6667,A
407,8000,8000,0.1439,0.1775,60,191.96,3,"$25,000-49,999",2250,Employed,Other,17,GA,SHARPSBURG,2,9000,3909.84,0,1,1,0,57,0,FALSE,680-699,0.1299,TRUE,0.1299,8250,B
408,35000,35000,0.0804,0.1258,36,1113.64,6,"$100,000+",22916.6667,Employed,Executive,18,NJ,Sparta Township,1,40000,0,0,0,0,0,33,0,FALSE,740-759,0.1053,TRUE,0.1053,46250,AA
409,22000,22000,0.0969,0.1294,60,474.94,6,"$100,000+",16856.6667,Employed,Professional,133,VA,Fredericksburg,1,35000,0,0,0,0,0,14,0,FALSE,720-739,0.1494,TRUE,0.1494,26648.75,AA
410,10000,10000,0.1279,0.1743,36,340.76,5,"$75,000-99,999",6250,Employed,Teacher,7,GA,Cochran,1,35000,0,0,0,0,0,12,0,FALSE,720-739,0.22,TRUE,0.22,11250,B
411,2500,2500,0.1219,0.155,60,57.13,2,"$1-24,999",1590.1667,Other,Other,64,CA,Jackson,1,2000,0,0,1,1,0,20,0,FALSE,700-719,0.12,TRUE,0.12,3151.5833,B
412,35000,35000,0.0969,0.1294,60,755.59,5,"$75,000-99,999",7916.6667,Employed,Clergy,170,OH,Columbia Station,1,30000,0,0,0,0,0,29,0,FALSE,760-779,0.0757,TRUE,0.0757,28750,AA
413,35000,35000,0.1089,0.1417,60,776.61,5,"$75,000-99,999",7250,Employed,Chemist,13,IL,Buffalo Grove,3,18500,0,0,7,7,0,16,0,FALSE,800-819,0.1154,TRUE,0.1154,14250,A
414,19300,19300,0.0954,0.1411,36,627.66,5,"$75,000-99,999",7083.3333,Employed,Professional,41,NY,WHITE PLAINS,2,60000,15651.55,0,0,0,0,23,0,FALSE,760-779,0.2272,TRUE,0.2272,11916.6667,AA
415,8000,8000,0.2064,0.2546,36,304.04,6,"$100,000+",8878.4167,Other,Other,123,NV,Moapa,1,18000,0,0,1,1,0,47,0,FALSE,660-679,0.3089,TRUE,0.3089,12510.3333,C
416,35000,35000,0.1219,0.155,60,799.77,3,"$25,000-49,999",3666.6667,Employed,Teacher,4,MD,Frederick,1,6000,0,0,1,1,0,20,0,FALSE,740-759,0.1152,TRUE,0.1152,11375,B
417,9500,9500,0.1003,0.1461,36,311.15,5,"$75,000-99,999",6250,Employed,Truck Driver,50,OH,GROVE CITY,1,4000,0,0,0,0,0,17,0,FALSE,680-699,0.1392,TRUE,0.1392,10000,A
418,15000,15000,0.0969,0.1295,60,323.82,6,"$100,000+",16941.3333,Employed,Other,163,MO,Lees Summit,1,11500,0,0,0,0,0,17,0,FALSE,760-779,0.0888,TRUE,0.0888,23209.3333,AA
419,15000,15000,0.1439,0.1775,60,359.93,4,"$50,000-74,999",5000,Employed,Food Service,141,TX,HUTTO,1,9000,0,0,0,0,0,8,0,FALSE,700-719,0.1552,TRUE,0.1552,7500,B
420,15000,15000,0.1249,0.158,60,345.07,6,"$100,000+",11100,Employed,Professional,32,NY,Elma,19,364100,175080.76,0,4,4,0,6,1,FALSE,680-699,0.5146,TRUE,0.5146,13100,B
421,13850,13850,0.0969,0.1294,60,299,3,"$25,000-49,999",4083.3333,Employed,Professional,17,TN,Clarksville,1,16500,0,0,0,0,0,53,0,FALSE,800-819,0.1497,TRUE,0.1497,7416.6667,AA
422,10000,10000,0.0969,0.1294,60,215.88,6,"$100,000+",12500,Employed,Executive,239,TX,Friendswood,2,35000,0,0,0,0,0,26,0,FALSE,780-799,0.06,TRUE,0.06,13383.3333,AA
423,15000,15000,0.195,0.2298,60,401.59,4,"$50,000-74,999",5500,Employed,Engineer - Mechanical,93,MI,Saint CLR SHORES,3,64300,13259.17,0,1,1,0,17,1,FALSE,780-799,0.2861,TRUE,0.2861,6525,C
424,16500,16500,0.109,0.155,36,547.25,5,"$75,000-99,999",7733.3333,Employed,Principal,157,IL,ROCKFORD,2,37000,9889.96,0,1,1,0,34,0,FALSE,680-699,0.1755,TRUE,0.1755,13733.3333,A
425,15000,15000,0.0969,0.1294,60,323.82,6,"$100,000+",10833.3333,Employed,Nurse (LPN),115,SC,Spartanburg,1,10000,0,0,0,0,0,7,0,FALSE,740-759,0.1002,TRUE,0.1002,16500,AA
426,40000,40000,0.053,0.0795,36,1222.32,6,"$100,000+",41666.6667,Employed,Car Dealer,153,FL,Lake Worth,1,30000,0,0,0,0,0,4,0,FALSE,800-819,0.0522,TRUE,0.0522,45833.3333,AA
427,31200,31200,0.0969,0.1294,60,673.55,4,"$50,000-74,999",5416.6667,Employed,Clerical,266,WA,Yelm,4,74500,3342.1,0,1,1,0,12,0,FALSE,800-819,0.2447,TRUE,0.2447,9333.3333,AA
428,20000,20000,0.1028,0.1355,60,437.65,4,"$50,000-74,999",4166.6667,Employed,Nurse (RN),63,NC,Huntersville,1,15000,0,0,1,1,0,24,0,FALSE,720-739,0.066,TRUE,0.066,17500,A
429,20000,20000,0.0924,0.138,36,647.6,4,"$50,000-74,999",4166.6667,Employed,Construction,6,NY,Berkshire,1,20000,0,0,0,0,0,21,0,FALSE,780-799,0.0651,TRUE,0.0651,10666.6667,AA
430,25000,25000,0.202,0.237,60,679.15,3,"$25,000-49,999",2500,Employed,Professional,6,AR,El Dorado,1,5000,0,0,0,0,0,8,0,FALSE,740-759,0.07,TRUE,0.07,10833.3333,C
431,10000,10000,0.0974,0.1432,36,326.16,5,"$75,000-99,999",6666.6667,Employed,Computer Programmer,187,IL,Lockport,2,24000,0,0,0,0,0,1,0,FALSE,660-679,0.1448,TRUE,0.1448,12130,A
432,7500,7500,0.1064,0.1523,36,247.82,3,"$25,000-49,999",3500,Employed,Laborer,2,NM,Albuquerque,2,22500,10042.18,0,1,1,0,59,0,FALSE,800-819,0.1636,TRUE,0.1636,6216.6667,A
433,12000,12000,0.0804,0.1258,36,381.82,4,"$50,000-74,999",4491.4167,Employed,Administrative Assistant,52,SC,Mount Pleasant,3,28500,0,0,1,1,0,31,0,FALSE,760-779,0.1523,TRUE,0.1523,8574.75,AA
434,12000,12000,0.053,0.0794,36,366.7,4,"$50,000-74,999",5416.6667,Employed,Other,115,PA,Andreas,1,5500,0,0,0,0,0,9,0,FALSE,800-819,0.1131,TRUE,0.1131,9583.3333,AA
435,31000,31000,0.1028,0.1355,60,678.35,5,"$75,000-99,999",7416.6667,Employed,Construction,9,CA,Riverside,1,35000,0,0,0,0,0,56,0,FALSE,740-759,0.3655,TRUE,0.3655,10460.8333,A
436,35000,35000,0.0909,0.1233,60,745.2,6,"$100,000+",11916.6667,Employed,Executive,141,IN,GREENFIELD,1,12000,0,0,0,0,0,31,0,FALSE,740-759,0.3233,TRUE,0.3233,18666.6667,A
437,35000,35000,0.2204,0.2559,60,987.47,6,"$100,000+",10833.3333,Employed,Executive,49,CA,Georgetown,1,18000,0,0,0,0,0,50,0,FALSE,680-699,0.218,TRUE,0.218,15833.3333,C
438,16000,16000,0.053,0.0794,36,488.93,5,"$75,000-99,999",7166.6667,Employed,Professor,146,OR,Klamath Falls,2,49500,0,0,0,0,0,30,0,FALSE,780-799,0.1463,TRUE,0.1463,15083.3333,AA
439,21000,21000,0.1279,0.1611,60,486.35,5,"$75,000-99,999",6875,Other,Computer Programmer,35,DE,Newark,6,126600,0,0,1,1,0,0,0,FALSE,780-799,0.3156,TRUE,0.3156,14541.6667,B
440,7000,7000,0.0974,0.1431,36,228.31,6,"$100,000+",11833.3333,Employed,Executive,187,GA,Statesboro,1,7000,0,0,0,0,0,20,0,FALSE,720-739,0.49,TRUE,0.49,15666.6667,A
441,14500,14500,0.0909,0.1233,60,308.72,4,"$50,000-74,999",4583.3333,Employed,Food Service,8,IN,Greenwood,2,4500,0,0,1,1,0,8,1,FALSE,720-739,0.1342,TRUE,0.1342,9166.6667,A
442,15000,15000,0.1564,0.1903,60,369.89,5,"$75,000-99,999",6500,Employed,Skilled Labor,130,OH,Grove City,1,25000,0,0,1,1,0,45,0,FALSE,720-739,0.3017,TRUE,0.3017,10741,C
443,23100,23100,0.0894,0.135,36,744.72,5,"$75,000-99,999",7083.3333,Employed,Computer Programmer,10,MI,ROCKFORD,2,52500,11816.41,0,1,1,0,31,1,FALSE,740-759,0.4888,TRUE,0.4888,14333.3333,AA
444,25000,25000,0.1249,0.158,60,575.12,6,"$100,000+",10000,Employed,Military Enlisted,158,CA,El Cajon,2,45000,0,0,0,0,0,14,0,FALSE,660-679,0.2903,TRUE,0.2903,14583.3333,B
445,30000,30000,0.1089,0.1417,60,665.67,6,"$100,000+",12500,Employed,Analyst,1,MA,Winthrop,1,30000,0,0,0,0,0,3,0,FALSE,780-799,0.134,TRUE,0.134,31666.6667,A
446,35000,35000,0.0974,0.1432,36,1141.55,4,"$50,000-74,999",6000,Employed,Analyst,73,NE,Elkhorn,2,35000,0,0,0,0,0,25,0,FALSE,780-799,0.2949,TRUE,0.2949,12916.6667,A
447,15000,15000,0.0959,0.1416,36,488.17,6,"$100,000+",8333.3333,Employed,Medical Technician,90,WA,Tacoma,2,38100,7978.43,0,0,0,0,12,0,FALSE,700-719,0.19,TRUE,0.19,17000,A
448,15000,15000,0.1379,0.1846,36,518.44,4,"$50,000-74,999",4166.6667,Employed,Teacher,85,AZ,Florence,1,10000,0,0,0,0,0,19,0,FALSE,700-719,0.1127,TRUE,0.1127,7916.6667,B
449,9000,9000,0.0964,0.1422,36,293.12,6,"$100,000+",9000,Employed,Executive,41,IL,Romeoville,2,51200,18444.04,0,0,0,0,42,0,FALSE,740-759,0.4513,TRUE,0.4513,12000,A
450,10000,10000,0.1064,0.1524,36,330.43,6,"$100,000+",10833.3333,Employed,Food Service Management,27,NV,Las Vegas,1,35000,0,0,0,0,0,6,1,FALSE,700-719,0.1983,TRUE,0.1983,13333.3333,A
451,30000,30000,0.053,0.0794,36,916.74,6,"$100,000+",13916.6667,Employed,Professional,8,NJ,Moorestown,1,10000,0,0,0,0,0,36,0,FALSE,800-819,0.1686,TRUE,0.1686,28000,AA
452,31000,31000,0.0929,0.1253,60,663.09,5,"$75,000-99,999",6666.6667,Employed,Other,233,CA,Menifee,1,25000,0,0,0,0,0,28,0,FALSE,760-779,0.1692,TRUE,0.1692,12500,A
453,10000,10000,0.1349,0.1815,36,344.16,6,"$100,000+",10416.6667,Employed,Attorney,52,WI,Delafield,1,15000,0,0,1,1,0,22,0,FALSE,720-739,0.4405,TRUE,0.4405,22500,B
454,13500,13500,0.053,0.0795,36,412.53,3,"$25,000-49,999",3695,Other,Truck Driver,56,CA,RIALTO,2,22000,0,0,1,1,0,3,0,FALSE,780-799,0.1188,TRUE,0.1188,7390,AA
455,10000,10000,0.0964,0.1422,36,325.68,3,"$25,000-49,999",3916.6667,Employed,Teacher,63,CA,Bakersfield,1,10000,0,0,0,0,0,16,0,FALSE,720-739,0.1615,TRUE,0.1615,8083.3333,A
456,12000,12000,0.0909,0.1233,60,255.5,6,"$100,000+",19166.6667,Employed,Professional,67,TX,Canyon,6,88600,0,0,58,58,0,9,0,FALSE,740-759,0.2467,TRUE,0.2467,21666.6667,A
457,35000,35000,0.0969,0.1294,60,755.59,5,"$75,000-99,999",6800,Other,Teacher,19,PA,White Oak,2,47000,0,0,4,4,0,9,0,FALSE,760-779,0.14,TRUE,0.14,8466.6667,AA
458,6500,6500,0.0969,0.1427,36,211.85,3,"$25,000-49,999",2400,Employed,Other,7,FL,Melbourne,1,6000,0,0,1,1,0,33,0,FALSE,740-759,0.2872,TRUE,0.2872,6400,A
459,15000,15000,0.053,0.0794,36,458.37,4,"$50,000-74,999",5000,Employed,Truck Driver,154,IN,LaGrange,2,16000,0,0,1,1,0,22,0,FALSE,780-799,0.1689,TRUE,0.1689,5916.6667,AA
460,25000,25000,0.1898,0.2245,60,662.07,6,"$100,000+",9166.6667,Employed,Clergy,41,CA,Chula Vista,1,28000,0,0,0,0,0,31,0,FALSE,660-679,0.146,TRUE,0.146,18333.3333,C
461,20000,20000,0.0969,0.1295,60,431.76,5,"$75,000-99,999",7166.6667,Employed,Retail Management,144,NY,Yonkers,1,22000,0,0,0,0,0,14,0,FALSE,740-759,0.204,TRUE,0.204,10166.6667,AA
462,8000,8000,0.0969,0.1294,60,172.71,4,"$50,000-74,999",4166.6667,Employed,Other,17,GA,Covington,3,25600,0,0,1,1,0,20,0,FALSE,760-779,0.153,TRUE,0.153,7366.6667,AA
463,20000,20000,0.109,0.155,36,663.33,2,"$1-24,999",666.6667,Employed,Food Service,36,HI,Kamuela,1,15000,0,0,0,0,0,28,0,FALSE,720-739,0.2604,TRUE,0.2604,11500,A
464,13000,13000,0.053,0.0794,36,397.25,6,"$100,000+",12750,Employed,Sales - Retail,40,UT,Hooper,3,50400,6028.93,0,0,0,0,13,0,FALSE,780-799,0.17,TRUE,0.17,17083.3333,AA
465,10000,10000,0.2764,0.3263,36,417.1,5,"$75,000-99,999",7833.3333,Employed,Nurse (RN),366,AZ,SNOWFLAKE,2,19000,3314.86,0,0,0,0,21,0,FALSE,720-739,0.5047,TRUE,0.5047,14865.1667,D
466,18500,18500,0.0999,0.1325,60,402.14,6,"$100,000+",11916.6667,Employed,Skilled Labor,275,MI,Adrian,1,6700,0,0,0,0,0,2,0,FALSE,700-719,0.0707,TRUE,0.0707,23833.3333,A
467,31000,31000,0.1249,0.1713,36,1051.84,6,"$100,000+",49583.3333,Employed,Attorney,37,NJ,Verona,2,39500,0,0,0,0,0,22,0,FALSE,680-699,0.1988,TRUE,0.1988,74166.6667,B
468,7000,7000,0.1064,0.1523,36,231.3,3,"$25,000-49,999",3813.3333,Employed,Truck Driver,17,PA,BANGOR,1,10000,0,0,0,0,0,30,0,FALSE,740-759,0.2777,TRUE,0.2777,7843.3333,A
469,13500,13500,0.1089,0.1417,60,299.55,4,"$50,000-74,999",5000,Employed,Truck Driver,4,SC,Catawba,2,13000,0,0,0,0,0,10,0,FALSE,700-719,0.1482,TRUE,0.1482,5333.3333,A
470,8500,8500,0.1684,0.2158,36,306.61,5,"$75,000-99,999",7083.3333,Employed,Skilled Labor,223,LA,Lockport,2,21000,0,0,18,4,14,32,0,FALSE,680-699,0.2044,TRUE,0.2044,9166.6667,C
471,20000,20000,0.0969,0.1294,60,431.76,5,"$75,000-99,999",6666.6667,Employed,Other,19,IN,Charlestown,1,12000,0,0,6,6,0,52,0,FALSE,800-819,0.1372,TRUE,0.1372,13333.3333,AA
472,35000,35000,0.195,0.2298,60,937.05,6,"$100,000+",9166.6667,Employed,Fireman,241,MA,ATTLEBORO,1,20000,0,0,1,1,0,4,0,FALSE,700-719,0.3285,TRUE,0.3285,16666.6667,C
473,10500,10500,0.0999,0.1325,60,228.24,3,"$25,000-49,999",3166.6667,Employed,Medical Technician,0,WA,Spokane,2,9200,2045.39,0,0,0,0,14,0,FALSE,780-799,0.27,TRUE,0.27,6250,A
474,35000,35000,0.0964,0.1421,36,1139.9,4,"$50,000-74,999",5416.6667,Employed,Professional,29,PA,MONROEVILLE,1,10000,0,0,0,0,0,17,0,FALSE,740-759,0.274,TRUE,0.274,7583.3333,A
475,15000,15000,0.1179,0.1509,60,339.69,4,"$50,000-74,999",5750,Employed,Professional,194,NJ,Pennsville Township,2,18500,0,0,0,0,0,7,0,FALSE,700-719,0.2228,TRUE,0.2228,10125,B
476,21000,21000,0.1028,0.1354,60,459.53,4,"$50,000-74,999",5000,Employed,Professional,164,IN,Dyer,1,8000,0,0,0,0,0,22,0,FALSE,720-739,0.2179,TRUE,0.2179,10083.3333,A
477,2500,2500,0.0959,0.1416,36,81.36,4,"$50,000-74,999",4666.6667,Employed,Nurse (RN),33,MN,Kasson,1,2000,0,0,0,0,0,26,0,FALSE,760-779,0.1067,TRUE,0.1067,8666.6667,A
478,10000,10000,0.2794,0.3294,36,418.73,4,"$50,000-74,999",6000,Employed,Truck Driver,48,AZ,Phoenix,3,32000,5987.2,0,0,0,0,18,0,FALSE,680-699,0.2123,TRUE,0.2123,14416.6667,E
479,16000,16000,0.1279,0.1611,60,370.55,4,"$50,000-74,999",5333.3333,Employed,Teacher,145,IL,Rockford,2,24000,10197.88,0,0,0,0,41,0,FALSE,740-759,0.2005,TRUE,0.2005,12833.3333,B
480,15000,15000,0.0969,0.1294,60,323.82,5,"$75,000-99,999",7616.6667,Other,Teacher,35,TN,Spring Hill,25,297900,65357.9,0,0,0,0,27,1,FALSE,800-819,0.0666,TRUE,0.0666,15200,AA
481,12000,12000,0.053,0.0795,36,366.7,4,"$50,000-74,999",4500,Employed,Other,7,OH,Columbus,1,15000,0,0,0,0,0,35,0,FALSE,800-819,0.0836,TRUE,0.0836,14750,AA
482,25000,25000,0.2264,0.275,36,976.1,5,"$75,000-99,999",6666.6667,Employed,Food Service Management,30,SC,Lexington,2,7500,2842.63,0,0,0,0,26,0,FALSE,660-679,0.41,TRUE,0.41,11250,D
483,15000,15000,0.0969,0.1294,60,323.82,6,"$100,000+",11266.6667,Employed,Executive,65,MO,KCMO,1,30000,0,0,0,0,0,27,0,FALSE,740-759,0.2052,TRUE,0.2052,15850,AA
484,16500,16500,0.0969,0.1294,60,356.2,4,"$50,000-74,999",5416.6667,Employed,Truck Driver,112,OH,Clarksville,2,24500,0,0,0,0,0,14,0,FALSE,660-679,0.1436,TRUE,0.1436,7500,A
485,12400,12400,0.053,0.0794,36,378.92,6,"$100,000+",18750,Employed,Executive,9,NJ,Robbinsville,4,100000,22589.26,0,1,1,0,8,0,FALSE,780-799,0.1746,TRUE,0.1746,20000,AA
486,7000,7000,0.1028,0.1354,60,153.18,5,"$75,000-99,999",7083.3333,Employed,Construction,39,MO,INDEPENDENCE,1,10000,0,0,0,0,0,1,0,FALSE,700-719,0.1171,TRUE,0.1171,12500,A
487,2000,2000,0.2264,0.275,36,78.09,4,"$50,000-74,999",4916.6667,Other,Clerical,29,TX,Edinburg,2,14000,0,0,0,0,0,3,0,FALSE,640-659,0.37,TRUE,0.37,9833.3333,D
488,5000,5000,0.2874,0.3247,60,160.97,5,"$75,000-99,999",7083.3333,Other,Fireman,3,IL,Fulton,2,37200,0,0,0,0,0,26,0,FALSE,700-719,0.4911,TRUE,0.4911,11916.6667,E
489,30000,30000,0.195,0.2298,60,803.19,3,"$25,000-49,999",3813.3333,Employed,Other,0,OR,SCIO,1,10000,0,0,0,0,0,24,0,FALSE,720-739,0.194,TRUE,0.194,8746.6667,C
490,35000,35000,0.1279,0.1743,36,1192.65,6,"$100,000+",21158.6667,Employed,Accountant/CPA,151,CA,Orangevale,3,55000,0,0,0,0,0,1,0,FALSE,700-719,0.2224,TRUE,0.2224,27408.6667,B
491,15000,15000,0.1249,0.1713,36,508.96,3,"$25,000-49,999",3833.3333,Employed,Other,185,AZ,Safford,1,18000,0,0,0,0,0,31,0,FALSE,700-719,0.36,TRUE,0.36,6000,B
492,10000,10000,0.2869,0.3242,60,321.63,4,"$50,000-74,999",4183.3333,Employed,Analyst,6,SD,CUSTER,1,7500,0,0,0,0,0,14,0,FALSE,680-699,0.2,TRUE,0.2,11850,E
493,3000,3000,0.1179,0.1509,60,67.94,3,"$25,000-49,999",3666.6667,Other,Laborer,21,WI,Weyauwega,6,67120,0,0,1,1,0,3,0,FALSE,700-719,0.0236,TRUE,0.0236,5333.3333,B
494,13000,13000,0.1489,0.1826,60,315.38,4,"$50,000-74,999",5833.3333,Employed,Other,100,RI,Hope,3,17500,0,0,9,9,0,12,0,FALSE,700-719,0.3585,TRUE,0.3585,7083.3333,B
495,30000,30000,0.0909,0.1233,60,638.74,6,"$100,000+",14583.3333,Employed,Professional,31,MS,Lafayette Springs,2,9000,0,0,0,0,0,24,0,FALSE,720-739,0.1793,TRUE,0.1793,20583.3333,A
496,18000,18000,0.0959,0.1416,36,585.81,4,"$50,000-74,999",5416.6667,Employed,Social Worker,45,ME,Chelsea,1,20000,0,0,0,0,0,9,0,FALSE,640-659,0.1173,TRUE,0.1173,10000,A
497,31500,31500,0.2129,0.2482,60,875.2,5,"$75,000-99,999",6500,Employed,Professional,217,FL,Sorrento,1,20000,0,0,0,0,0,15,0,FALSE,720-739,0.2584,TRUE,0.2584,15666.6667,C
498,35000,35000,0.0959,0.1416,36,1139.07,4,"$50,000-74,999",4583.3333,Employed,Construction,23,WA,Montesano,1,30000,0,0,0,0,0,34,0,FALSE,760-779,0.1549,TRUE,0.1549,13083.3333,A
499,35000,35000,0.1028,0.1355,60,765.88,4,"$50,000-74,999",5666.6667,Employed,Nurse (LPN),212,TX,Georgetown,1,12000,0,0,0,0,0,20,0,FALSE,760-779,0.1433,TRUE,0.1433,14833.3333,A
500,12000,12000,0.0804,0.1258,36,381.82,4,"$50,000-74,999",4166.6667,Other,Construction,106,NJ,Sussex,2,27500,0,0,0,0,0,11,0,FALSE,740-759,0.3122,TRUE,0.3122,5583.3333,AA
501,25500,25500,0.1034,0.1493,36,838.95,6,"$100,000+",10916.6667,Employed,Executive,333,WI,Superior,2,60000,9475,0,1,1,0,42,0,FALSE,740-759,0.3417,TRUE,0.3417,14500,A
502,15000,15000,0.1349,0.1683,60,352.85,4,"$50,000-74,999",5416.6667,Employed,Other,2,CO,JOHNSTOWN,6,99507,11654.76,0,0,0,0,17,1,FALSE,660-679,0.2092,TRUE,0.2092,7916.6667,B
503,6300,6300,0.0969,0.1294,60,136.01,4,"$50,000-74,999",5000,Employed,Other,22,AR,Springdale,1,7000,0,0,0,0,0,7,0,FALSE,800-819,0.0988,TRUE,0.0988,9375,A
504,35000,35000,0.0999,0.1325,60,760.81,5,"$75,000-99,999",8083.3333,Employed,Analyst,36,MD,BRANDYWINE,1,20000,0,0,0,0,0,22,0,FALSE,800-819,0.3509,TRUE,0.3509,15500,A
505,16500,16500,0.0969,0.1294,60,356.2,5,"$75,000-99,999",7021.6667,Employed,Analyst,195,TX,Temple,2,26000,6163.85,0,0,0,0,36,0,FALSE,720-739,0.0732,TRUE,0.0732,13418.3333,AA
506,20000,20000,0.0969,0.1294,60,431.76,3,"$25,000-49,999",3740.5,Employed,Retail Management,77,MI,Holland,1,2000,0,0,0,0,0,16,0,FALSE,800-819,0.1384,TRUE,0.1384,6990.5,AA
507,15000,15000,0.0924,0.138,36,485.7,3,"$25,000-49,999",3938.3333,Other,Construction,36,KS,Wellington,4,34000,5143.32,0,7,7,0,15,0,FALSE,760-779,0.4,TRUE,0.4,4980,AA
508,35000,35000,0.1219,0.155,60,799.77,5,"$75,000-99,999",8325,Employed,Analyst,7,WA,Anacortes,2,24045,0,0,0,0,0,1,0,FALSE,820-850,0.1787,TRUE,0.1787,16575,B
509,20000,20000,0.0974,0.1431,36,652.31,6,"$100,000+",33333.3333,Employed,Executive,274,WA,Olympia,2,35000,0,0,1,1,0,8,0,FALSE,700-719,0.164,TRUE,0.164,45833.3333,A
